timestamp,valid_for_time,price,regime,regime_state,strategy_used,signal,volatility,noise_level,trend_deviation
2018.10.24 21:00,2018.10.24 22:00,112.431,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.059268,0.060393,0.000205
2018.10.26 07:00,2018.10.26 08:00,112.215,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.055941,0.091989,-0.000702
2018.10.29 11:00,2018.10.29 12:00,112.163,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.072471,0.124163,0.000642
2018.10.31 02:00,2018.10.31 03:00,113.23,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.062308,0.091369,0.001371
2018.11.02 06:00,2018.11.02 07:00,112.953,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.080472,0.116665,-0.000247
2018.11.07 02:00,2018.11.07 03:00,113.061,TENDENCIA_BAJISTA,2,BREAKOUT_BEAR,-1,0.099513,0.173217,0.000628
2018.11.13 05:00,2018.11.13 06:00,113.99,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.098115,0.157943,-0.000542
2018.11.15 18:00,2018.11.15 19:00,113.447,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.079221,0.129704,-0.000862
2018.11.20 02:00,2018.11.20 03:00,112.591,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.071828,0.118271,-0.001218
2018.11.21 02:00,2018.11.21 03:00,112.812,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.069927,0.096343,0.001383
2018.11.26 03:00,2018.11.26 04:00,113.22,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.076848,0.135158,0.000688
2018.11.28 19:00,2018.11.28 20:00,113.697,TENDENCIA_BAJISTA,2,BREAKOUT_BEAR,-1,0.094618,0.171579,0.000218
2018.12.03 00:00,2018.12.03 01:00,113.716,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.076131,0.123648,0.00067
2018.12.04 12:00,2018.12.04 13:00,112.754,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.086522,0.101837,-0.002965
2018.12.06 08:00,2018.12.06 09:00,112.851,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.074844,0.111127,-0.001627
2018.12.10 15:00,2018.12.10 16:00,112.851,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.0566,0.093472,0.00086
2018.12.17 17:00,2018.12.17 18:00,112.995,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.048853,0.044669,-0.001189
2018.12.19 23:00,2018.12.20 00:00,112.469,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.061265,0.056371,-0.0003
2018.12.24 15:00,2018.12.24 16:00,110.643,TENDENCIA_BAJISTA,2,BREAKOUT_BEAR,-1,0.113244,0.206216,-0.000912
2018.12.26 18:00,2018.12.26 19:00,110.45,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.050507,0.030359,0.000319
2018.12.31 11:00,2018.12.31 12:00,110.144,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.045229,0.051228,-0.000139
2019.01.09 16:00,2019.01.09 17:00,108.446,TENDENCIA_BAJISTA,2,BREAKOUT_BEAR,-1,0.10542,0.18735,0.000218
2019.01.11 16:00,2019.01.11 17:00,108.438,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.070804,0.082512,-0.000321
